36,1806,63454,3572
38,4884,2.9038e+05,9716
39,10974,4.2865e+05,21370
40,11948,1.4909e+05,21833
47,15439,2.5224e+05,30412
51,13992,6.1949e+05,27920
63,1074,1074,1074
64,1083,1083,1083
66,1473,1473,1473
67,1473,19659,2869
71,3600,3600,3601
73,3134,3134,3134
74,3562,3562,3561
75,15439,15439,15439
76,1922,1922,1922
81,2132,14872,3907
156,4929,33108,8164
157,4929,33044,8276
189,3937,25407,6599
191,3937,25407,6581
208,1258,7682,1427
214,1374,8588,2197
224,2529,90158,2927
230,1919,9662,3182
240,1000,3750,1472
242,1000,3750,1472
243,1080,23094,1922
244,5005,20033,7300
245,1104,3786,1520
246,3312,20793,4752
250,3345,22749,5621
258,1856,11360,3240
259,1856,11550,3251
271,1505,5414,1765
272,2021,7310,2367
283,36057,3.3555e+05,56879
284,36057,2.226e+05,56524
285,6.5903e+05,5.834e+06,1.0507e+06
286,1.2075e+05,1.2063e+06,1.9109e+05
349,46772,46772,46772
370,2624,35823,2964
371,4510,21199,5365
372,12127,48137,16529
373,80209,3.076e+05,1.087e+05
384,1182,32632,2194
385,1182,29675,2196
386,1182,32702,2169
387,1182,29675,2196
388,1182,32702,2169
389,2597,76171,4922
390,2597,71601,4937
391,2597,76258,4933
392,2597,71601,4937
393,2597,76258,4933
394,2597,71601,4937
395,4562,1.3789e+05,8757
396,4562,1.3174e+05,8800
397,4562,1.3804e+05,8747
398,4562,1.3174e+05,8800
399,4562,1.3804e+05,8747
400,4562,1.3174e+05,8800
401,4562,1.3804e+05,8747
402,4562,1.3174e+05,8800
403,4562,1.3804e+05,8747
404,4562,1.3174e+05,8800
405,4562,1.3804e+05,8747
414,5773,71701,11165
415,12005,2.5958e+05,23195
426,2870,23754,4868
431,19716,2.2787e+05,37742
433,3565,67591,5476
437,1651,49062,3259
448,9035,3.3547e+05,17398
450,1089,3895,1372
451,1089,4144,1456
452,57735,2.7509e+05,75860
453,13935,63307,18286
454,6747,29195,8637
455,20545,85537,25567
456,3268,20712,3329
457,3008,20715,3722
458,3268,20963,3418
459,3008,20698,3721
460,3083,11767,3534
461,13436,71594,17484
465,2904,58142,3726
466,5860,25258,8172
467,4008,8188,4057
468,15575,33033,15619
542,1.0568e+05,5.1307e+05,1.6596e+05
543,17758,99147,25648
544,1.71e+05,9.5894e+05,2.7966e+05
545,2880,18229,3997
546,2880,18229,3997
547,5850,42568,8246
548,5850,42568,8246
549,11790,1.0738e+05,16867
550,11790,1.0738e+05,16867
551,14760,1.4516e+05,21064
552,17730,1.8332e+05,25453
553,17730,1.8332e+05,25453
554,23670,2.5965e+05,33980
555,23670,2.5965e+05,33980
556,29610,3.3597e+05,42593
557,29610,3.3597e+05,42593
558,35550,4.1231e+05,51256
559,35550,4.1231e+05,51256
560,41490,4.8863e+05,59803
561,41490,4.8863e+05,59803
562,47430,5.6495e+05,68315
563,47430,5.6495e+05,68315
564,53370,6.4129e+05,77048
565,53370,6.4129e+05,77048
566,59310,7.1762e+05,85609
567,59310,7.1762e+05,85609
568,6774,33744,7569
569,6774,33744,7569
570,13694,72734,15604
571,13694,72734,15604
572,20614,1.119e+05,23537
573,20614,1.119e+05,23537
574,27534,1.5106e+05,31562
575,27534,1.5106e+05,31562
576,34454,1.9022e+05,39540
577,34454,1.9022e+05,39540
578,41374,2.2938e+05,47426
579,41374,2.2938e+05,47426
580,9129,52883,12843
581,9129,52883,12843
582,18289,1.068e+05,25826
583,18289,1.068e+05,25826
584,27449,1.6072e+05,38776
585,27449,1.6072e+05,38776
586,36609,2.1464e+05,51748
587,36609,2.1464e+05,51748
588,45769,2.6856e+05,64719
589,45769,2.6856e+05,64719
590,54929,3.2248e+05,77654
591,54929,3.2248e+05,77654
592,64089,3.764e+05,90618
593,64089,3.764e+05,90618
734,1477,18427,2095
735,2954,36875,4189
736,4101,81057,5860
737,4101,82682,5710
738,7337,1.5466e+05,10741
739,7337,1.5651e+05,10502
740,10672,2.284e+05,15784
741,10672,2.3263e+05,15336
742,10964,2.3181e+05,16163
743,10964,2.3374e+05,15542
744,14270,3.0575e+05,21007
745,14270,3.0786e+05,20325
746,17576,3.7976e+05,25769
747,17576,3.8198e+05,25277
748,35152,7.4697e+05,47366
749,35152,7.6401e+05,50467
750,70304,1.494e+06,95432
751,70304,1.5281e+06,1.0116e+05
754,6691,26439,8851
755,6019,23492,7857
756,15606,61484,19508
762,36519,3.2611e+05,69418
801,48600,1.1811e+06,97114
802,1.5746e+05,3.8667e+06,3.1466e+05
809,76480,3.2976e+05,1.0963e+05
810,4720,20042,6689
818,6316,1.6718e+05,6399
819,3402,1.3037e+05,3458
823,1700,21509,3087
825,3060,42211,5739
826,5940,83842,11254
836,2837,10967,3627
837,5308,22680,6741
838,1048,13299,1801
839,4134,94408,7516
840,3198,56834,5617
841,2398,61896,4393
880,36519,3.2611e+05,69418
900,3432,25220,5331
901,18510,1.4515e+05,27262
902,6136,53329,9491
917,7500,28462,10653
918,11532,44206,16539
919,16428,63406,23832
920,7500,2.8399e+05,13056
921,11532,5.5118e+05,20354
922,16428,9.487e+05,29460
952,57975,5.3023e+05,83123
954,27628,2.0667e+05,45811
955,54019,4.8613e+05,95660
956,28984,2.8509e+05,51490
957,51448,5.3704e+05,93613
958,51448,5.3704e+05,93613
959,1.0343e+05,1.2055e+06,1.934e+05
960,1.2533e+05,8.9398e+05,1.9725e+05
961,1.1562e+05,2.1588e+06,2.2714e+05
962,1.1562e+05,2.1588e+06,2.2714e+05
963,1.1562e+05,2.1588e+06,2.2714e+05
968,1.1562e+05,2.1588e+06,2.2714e+05
972,1.5592e+05,2.0949e+06,3.0414e+05
974,1.5592e+05,2.0949e+06,3.0414e+05
975,1.5592e+05,2.0949e+06,3.0414e+05
976,1.5592e+05,2.0949e+06,3.0414e+05
977,1.5592e+05,2.0949e+06,3.0414e+05
978,1.5592e+05,2.0949e+06,3.0414e+05
983,51993,3.8042e+05,90427
984,1813,11156,2532
985,1813,11246,2535
986,1813,11148,2545
987,1813,11107,2545
988,1813,11097,2517
989,1813,11224,2518
990,1813,11226,2544
991,1813,11242,2544
992,1813,11239,2549
993,1813,11232,2546
994,1813,11243,2541
995,1813,11246,2535
996,1813,11245,2534
997,1813,11246,2535
998,1813,11246,2535
999,1813,11246,2535
1000,1813,11246,2535
1001,1813,11246,2535
1002,1813,11245,2528
1003,1813,11246,2535
1004,1813,11246,2535
1005,1813,11246,2535
1006,1813,11246,2535
1007,1813,11246,2535
1008,1813,11246,2535
1009,1813,11246,2535
1010,1813,11246,2535
1011,1813,11246,2535
1012,1813,11246,2535
1013,1813,11246,2535
1014,1813,11246,2535
1015,1813,11246,2535
1016,1813,11246,2535
1017,1813,11246,2535
1018,1813,11246,2535
1019,1813,11246,2535
1020,1813,11246,2535
1021,1813,11246,2535
1022,1813,11246,2535
1023,1813,11246,2535
1024,1813,11246,2535
1025,1813,11246,2535
1026,1813,11246,2535
1027,1813,11245,2541
1028,1813,11246,2535
1029,1813,11246,2535
1030,1813,11246,2535
1031,1813,11246,2535
1032,1813,11246,2535
1033,1813,11246,2535
1034,1813,11246,2535
1035,1813,11246,2535
1036,1813,11246,2535
1037,1813,11246,2535
1038,1813,11246,2535
1039,1813,11246,2535
1040,1813,11246,2535
1041,1813,11246,2535
1042,1813,11246,2535
1043,1813,11246,2535
1044,1813,11246,2535
1045,1813,11246,2535
1046,1813,11246,2535
1047,1813,11246,2535
1048,1813,11246,2535
1049,1813,11246,2535
1050,1813,11246,2535
1051,1813,11246,2535
1052,1813,11246,2535
1053,1814,14579,2921
1054,1814,14579,2921
1055,1220,5892,1605
1056,1220,5892,1605
1057,1220,5892,1605
1058,1220,5884,1618
1059,1220,5852,1590
1060,1220,5860,1635
1061,1220,5855,1596
1062,1220,5888,1586
1063,1220,5888,1604
1064,1220,5884,1607
1065,1220,5892,1605
1066,1220,5892,1605
1067,1220,5892,1605
1068,1220,5892,1605
1069,1220,5892,1605
1070,1220,5892,1605
1071,1220,5892,1605
1072,1220,5892,1605
1073,1220,5892,1605
1074,1220,5892,1605
1075,1220,5892,1605
1076,1220,5892,1605
1077,1220,5892,1605
1078,1220,5892,1605
1079,1220,5892,1605
1080,1220,5892,1605
1081,1220,5892,1605
1082,1220,5892,1605
1083,1220,5892,1605
1084,1220,5892,1605
1085,1220,5892,1605
1086,1220,5892,1605
1087,1220,5892,1605
1088,1220,5892,1605
1089,1220,5892,1605
1090,1220,5892,1605
1091,1220,5892,1605
1092,1220,5892,1605
1093,1220,5892,1605
1094,1220,5892,1605
1095,1220,5892,1605
1096,1220,5892,1605
1097,1220,5892,1605
1098,1220,5892,1605
1099,1220,5892,1605
1100,1220,5892,1605
1101,1220,5892,1605
1102,1220,5892,1605
1103,1220,5892,1605
1104,1220,5892,1605
1105,1220,5892,1605
1106,1220,7382,1734
1107,1220,7382,1734
1108,1813,11156,2532
1109,25187,1.9328e+05,35220
1110,25187,1.9328e+05,35220
1111,25187,1.9322e+05,35421
1170,8081,13036,8075
1183,11341,97193,19114
1185,6833,43250,10146
1186,1960,11187,2935
1187,7602,32653,11933
1188,1041,8725,1540
1190,10922,46983,17141
1191,14842,63913,23348
1192,19362,83443,30455
1193,24482,1.0557e+05,38558
1194,30202,1.303e+05,47505
1196,1879,12818,2517
1197,7598,48762,11643
1207,4257,4257,4258
1211,20360,20360,20360
1212,15838,64424,21342
1226,67458,6.2391e+05,1.0339e+05
1228,76638,8.5952e+05,1.2178e+05
1232,3.8987e+05,2.0976e+06,5.7322e+05
1233,51537,1.0108e+06,1.0256e+05
1240,38434,2.0491e+05,57079
1241,3.8987e+05,2.0976e+06,5.7322e+05
1243,16554,54040,19169
1249,22967,87760,31788
1250,12992,49365,17846
1266,2.2054e+05,9.8954e+06,4.2308e+05
1268,9.522e+05,4.2494e+07,1.823e+06
1270,73752,2.1486e+06,1.2883e+05
1273,36519,3.2611e+05,69418
1280,1.7986e+05,4.5986e+06,3.5863e+05
1281,1.1492e+05,3.3036e+06,2.2916e+05
1299,27792,1.738e+05,50953
1316,37261,4.4357e+05,63374
1319,14214,2.5969e+05,27757
1320,1.1684e+05,7.664e+05,1.5574e+05
1321,1.1684e+05,7.664e+05,1.5574e+05
1322,1.1684e+05,7.664e+05,1.5574e+05
1323,1.1684e+05,7.498e+05,1.5542e+05
1324,1.1684e+05,7.498e+05,1.5542e+05
1333,21982,4.9877e+05,28490
1334,21982,1.2482e+06,28415
1335,21982,5.3183e+05,28575
1336,21982,1.4554e+06,28324
1337,22835,6.7644e+05,31007
1338,22835,1.6424e+06,30905
1339,22835,7.1391e+05,31039
1340,22835,1.9157e+06,30827
1341,22835,6.6364e+05,30597
1342,22835,1.7116e+06,30679
1343,94294,4.7677e+05,1.2063e+05
1344,94294,4.7925e+05,1.2036e+05
1345,94294,4.7915e+05,1.2116e+05
1346,1157,3699,1339
1369,86916,6.043e+05,1.3291e+05
1370,4.1168e+05,1.876e+06,5.7023e+05
1371,39899,1.9543e+05,56497
1372,1.1036e+05,5.5544e+05,1.585e+05
1373,3.5817e+05,1.947e+06,5.2796e+05
1374,87190,6.0649e+05,1.3399e+05
1375,51032,2.4753e+05,72322
1376,20640,97353,28406
1377,87190,6.0649e+05,1.3399e+05
1390,88343,2.4417e+06,1.5196e+05
1397,6.4399e+05,6.1752e+06,1.0378e+06
1399,67173,3.7889e+06,1.2129e+05
1401,2541,7361,2798
1402,82654,5.7446e+05,1.5026e+05
1404,8765,42471,13857
1405,10605,4.2459e+05,16940
1406,10605,1.4458e+05,16914
1408,10605,4.2459e+05,16940
1409,10605,1.4458e+05,16914
1413,49702,3.3303e+05,80317
1414,49702,3.3281e+05,80214
1415,99340,9.4062e+05,1.6242e+05
1416,99190,5.7889e+05,1.6354e+05
1417,3.2182e+05,1.9318e+06,4.4851e+05
1418,3.2167e+05,1.3161e+06,4.5407e+05
1419,6.8286e+05,2.639e+06,7.3998e+05
1420,6.8271e+05,1.6938e+06,7.4221e+05
1427,20000,45000,26428
1436,11730,3.2832e+05,22947
1446,1434,18228,2363
1535,2836,10965,3608
1536,5308,22592,6655
1572,30235,3.5514e+05,43382
1573,31793,3.8599e+05,48970
1575,37833,4.0337e+05,53453
1578,48066,3.6043e+05,73679
1579,3.4524e+05,2.3409e+06,5.2673e+05
1589,57975,5.3058e+05,83195
1620,1280,47906,2548
1621,1280,22778,2420
1623,3200,18316,5251
1625,4800,27520,7883
1637,1090,3546,1108
1638,2000,5184,2018
1640,4000,8784,4015
1644,4.1586e+05,1.9173e+07,7.8215e+05
1863,2.6374e+05,1.3003e+06,4.1638e+05
1874,24842,1.5843e+05,42140
1875,1.8986e+05,1.3396e+06,3.2854e+05
1877,74104,3.6558e+05,1.2377e+05
1879,37762,1.1336e+06,74742
1896,1020,5883,1512
1897,9.2163e+05,4.5908e+06,1.4997e+06
1939,3240,3240,3239
1941,1916,1.9598e+05,3670
2219,38120,1.6171e+07,58102
2232,5374,2.054e+05,8120
2233,15374,6.103e+05,23876
2234,20374,8.1275e+05,32156
2235,25626,6.7611e+06,40562
2236,38120,1.6171e+07,58102
2237,14538,1.4743e+06,16437
2238,28338,2.9439e+06,45669
2239,42138,4.4134e+06,47176
2240,38098,6.8421e+05,64200
2241,60098,1.08e+06,89752
2242,14098,2.5245e+05,21859
2243,18696,4.3963e+06,30420
2244,35696,8.7819e+06,58394
2245,7224,54082,9805
2275,1.7887e+05,9.6137e+05,2.6167e+05
2278,16955,37849,17004
2279,33833,73249,33911
2336,1.6107e+05,8.1851e+06,3.2067e+05
2337,3.8169e+05,3.7465e+07,6.5428e+05
2339,13251,48737,17219
2340,13250,48735,17183
2341,13309,48872,17267
2342,13251,48737,17219
2343,13250,48735,17183
2346,13296,48827,17111
2348,11685,44941,15431
2350,7135,34738,10568
2351,9735,40983,13483
2352,11305,44678,15174
2353,13275,49044,17162
2354,15066,62198,20642
2374,83334,6.0105e+06,1.6324e+05
2375,62451,4.0074e+06,1.2466e+05
2376,2.065e+05,1.2734e+06,2.926e+05
2534,2.2634e+05,7.835e+05,2.6831e+05
2535,2.2634e+05,7.6297e+05,2.6808e+05
2542,9.2314e+05,4.0374e+07,1.8318e+06
2543,6.388e+05,2.7246e+07,1.2557e+06
2647,4.168e+05,1.7277e+07,7.4928e+05
2648,3.77e+05,2.7583e+07,7.5164e+05
2655,2508,16727,4042
2656,4908,30482,8194
2657,87936,5.9328e+05,1.5048e+05
2661,7.4279e+05,3.7138e+07,1.4279e+06
2664,5.1335e+05,2.0208e+07,7.545e+05
2696,2052,20600,3500
2697,4361,44840,7544
2698,5082,53219,8816
2699,7105,74869,12254
2700,7641,80767,13104
2701,7773,82500,13414
2702,7968,84508,13797
2703,8052,85194,13900
2704,8115,86183,14013
